,0,1,2,3,4,5
7703,그랜저 TG,Q270 기본형 기본형,05/09식(06년형),"159,000km",가솔린,260
7704,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/07식(19년형),"81,314km",디젤,"2,480"
7705,그랜저 IG 하이브리드,익스클루시브,18/07식(19년형),"58,235km",가솔린+전기,"3,250"
7706,그랜저 HG 하이브리드,프리미엄,15/07식(16년형),"71,058km",가솔린+전기,"1,850"
7707,그랜저 HG,HG240 럭셔리,11/02식,"125,000km",가솔린,780
7708,그랜저 뉴 럭셔리,Q270 디럭스,09/02식,"198,100km",가솔린,310
7709,더 뉴 그랜저 IG,2.5 익스클루시브,20/11식(21년형),"14,980km",가솔린,"3,370"
7710,그랜저 IG,2.4 프리미엄,16/11식(17년형),"137,000km",가솔린,"1,790"
7711,그랜저 IG,2.2 디젤 프리미엄,17/12식(18년형),"67,000km",디젤,"2,299"
7712,그랜저 HG,HG240 럭셔리,12/05식,"198,045km",가솔린,660
7713,그랜저 IG,2.4 프리미엄,18/01식,"166,315km",가솔린,"1,850"
7714,그랜저 TG,Q270 럭셔리 기본형,05/08식,"216,868km",가솔린,200
7715,그랜저 HG,HG240 럭셔리,11/03식,"152,248km",가솔린,750
7716,그랜저 HG,HG240 모던 컬렉션,16/10식(17년형),"43,167km",가솔린,"1,650"
7717,그랜저 HG,HG240 모던 컬렉션,16/10식(17년형),"83,317km",가솔린,"1,540"
7718,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/02식,"144,977km",디젤,"1,940"
7719,더 럭셔리 그랜저,Q270 디럭스,10/01식,"110,646km",가솔린,540
7720,그랜저 TG,Q270 프리미어 스마트팩,07/12식(08년형),"192,056km",가솔린,320
7721,그랜저 HG,HG300 로얄,11/07식,"99,563km",가솔린,980
7722,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),17/05식(18년형),"188,352km",LPG(일반인 구입),"1,835"
7723,그랜저 HG,HG330 셀러브리티,12/02식,"98,146km",가솔린,"1,192"
7724,그랜저 TG,LPI Q270 장애인용,07/04식,"152,148km",LPG(일반인 구입),360
7725,그랜저 TG,Q270 디럭스 기본형,06/03식,"132,446km",가솔린,299
7726,그랜저 HG,LPG HG300 모던,14/01식,"225,741km",LPG(일반인 구입),750
7727,그랜저 HG,HG300 프리미엄,13/11식(14년형),"61,154km",가솔린,"1,463"
7728,그랜저 HG,HG240 모던,13/06식(14년형),"116,527km",가솔린,"1,222"
7729,그랜저 HG,HG220 디젤 프리미엄,14/11식(15년형),"77,338km",디젤,"1,633"
7730,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/10식(19년형),"57,479km",디젤,"2,833"
7731,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,08/07식(09년형),"106,583km",가솔린,299
7732,그랜저 HG,HG240 모던,14/12식(15년형),"171,478km",가솔린,899
7733,그랜저 HG,HG240 럭셔리,12/03식,"66,139km",가솔린,"1,093"
7734,그랜저 TG,LPI Q270 모범형 팩1,07/09식(08년형),"241,231km",LPG(일반인 구입),240
7735,그랜저 IG,2.4 프리미엄,19/08식,"24,072km",가솔린,"2,330"
7736,그랜저 HG,HG330 셀러브리티,13/04식(14년형),"192,100km",가솔린,899
7737,그랜저 IG,3.0 익스클루시브,18/04식,"43,182km",가솔린,"2,280"
7738,그랜저 IG,3.0 LPI 모던,18/04식,"64,184km",LPG(일반인 구입),"2,010"
7739,그랜저 IG,3.0 익스클루시브,18/10식(19년형),"17,980km",가솔린,"2,710"
7740,그랜저 IG 하이브리드,익스클루시브,18/11식(19년형),"90,300km",가솔린+전기,"2,590"
7741,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형,20/04식,"104,271km",LPG(일반인 구입),"2,350"
7742,그랜저 TG,Q270 럭셔리 기본형,06/02식,"66,174km",가솔린,320
7743,그랜저 IG 하이브리드,익스클루시브,18/11식(19년형),"90,300km",가솔린+전기,"2,590"
7744,그랜저 IG,2.4 프리미엄,17/04식(18년형),"163,094km",가솔린,"1,550"
7745,그랜저 HG,LPG HG300 모던,15/04식,"142,047km",LPG(일반인 구입),"1,099"
7746,더 뉴 그랜저 IG,2.5 프리미엄 초이스,21/03식,"7,624km",가솔린,"3,380"
7747,그랜저 HG,HG300 익스클루시브,13/10식(14년형),"46,236km",가솔린,"1,490"
7748,그랜저 HG,LPG HG300 모던,16/08식(17년형),"61,702km",LPG(일반인 구입),"1,590"
7749,,,,,,
7750,그랜저 TG,LPI Q270 모범형,07/06식(08년형),"218,186km",LPG(일반인 구입),380
7751,그랜저 HG,HG240 모던 컬렉션,13/01식,"77,456km",가솔린,"1,380"
7752,그랜저 IG,2.4 프리미엄,19/01식,"49,000km",가솔린,"2,490"
7753,그랜저 HG,HG300 프리미엄,14/04식,"52,799km",가솔린,"1,400"
7754,그랜저 HG,HG240 모던,13/10식(14년형),"81,859km",가솔린,"1,215"
7755,그랜저 HG,HG300 노블,11/02식,"205,278km",가솔린,570
7756,그랜저 HG,HG240 모던,14/12식(15년형),"125,419km",가솔린,"1,120"
7757,그랜저 HG,HG300 익스클루시브,13/01식,"109,093km",가솔린,"1,250"
7758,그랜저 HG,HG240 모던,14/01식,"111,977km",가솔린,"1,230"
7759,그랜저 IG,2.4 프리미엄,17/02식,"89,684km",가솔린,"2,020"
7760,그랜저 HG,HG240 럭셔리,11/10식(12년형),"109,000km",가솔린,820
7761,그랜저 TG,L330 탑 기본형,06/12식,"124,000km",가솔린,299
7762,그랜저 HG,HG300 익스클루시브,13/04식(14년형),"144,463km",가솔린,"1,130"
7763,그랜저 뉴 럭셔리,Q270 디럭스,08/07식(09년형),"176,000km",가솔린,290
7764,그랜저 HG,LPG HG300 이그제큐티브,11/06식,"107,000km",LPG(일반인 구입),"1,050"
7765,그랜저 IG,2.4 프리미엄,18/01식,"78,961km",가솔린,"2,180"
7766,그랜저 HG,아제라(수출형),13/12식,"142,974km",가솔린,770
7767,그랜저 HG,HG220 디젤 프리미엄,14/09식(15년형),"115,644km",디젤,"1,360"
7768,그랜저 IG,2.4 프리미엄 스페셜,16/12식(17년형),"37,483km",가솔린,"2,150"
7769,그랜저 IG,3.0 익스클루시브 스페셜,18/02식,"145,588km",가솔린,"1,860"
7770,그랜저 IG,3.0 익스클루시브,17/03식,"101,299km",가솔린,"1,899"
7771,그랜저 IG,2.4 모던,19/09식,"43,154km",가솔린,"2,480"
7772,더 뉴 그랜저 IG,2.5 캘리그래피,20/06식,"22,374km",가솔린,"3,630"
7773,그랜저 HG,HG220 디젤 프리미엄,15/07식(16년형),"190,989km",디젤,979
7774,,,,,,
7775,그랜저 HG,HG300 노블,11/03식,"153,495km",가솔린,790
7776,그랜저 IG,2.4 익스클루시브 스페셜,19/07식,"26,759km",가솔린,"2,990"
7777,그랜저 뉴 럭셔리,Q270 럭셔리 스마트팩,09/02식,"170,312km",가솔린,440
7778,더 뉴 그랜저 IG,2.5 캘리그래피,20/06식,"22,374km",가솔린,"3,630"
7779,그랜저 IG,2.4 프리미엄,18/04식,"46,449km",가솔린,"2,320"
7780,그랜저 IG,2.4 익스클루시브 스페셜,19/07식,"26,759km",가솔린,"2,990"
7781,그랜저 HG,LPG HG300 이그제큐티브,11/11식(12년형),"72,471km",LPG(일반인 구입),"1,330"
7782,그랜저 HG,LPG HG300 이그제큐티브,12/05식,"119,595km",LPG(일반인 구입),"1,220"
7783,더 뉴 그랜저 IG 하이브리드,르블랑,22/02식,"1,500km",가솔린+전기,"4,228"
7784,그랜저 IG,3.0 LPi 장애인용 익스클루시브 스페셜,17/01식,"78,158km",LPG(일반인 구입),"2,590"
7785,그랜저 HG,HG220 디젤 프리미엄,14/10식(15년형),"135,561km",디젤,"1,220"
7786,그랜저 HG,HG300 노블,12/10식,"112,050km",가솔린,"1,070"
7787,더 뉴 그랜저 IG,3.3 프리미엄,20/12식(21년형),"46,117km",가솔린,"2,650"
7788,그랜저 IG,2.4 모던,18/01식,"91,885km",가솔린,"1,850"
7789,더 뉴 그랜저 IG,2.5 익스클루시브,20/02식,"31,551km",가솔린,"3,560"
7790,그랜저 IG,2.4 모던,18/09식(19년형),"53,287km",가솔린,"2,150"
7791,더 뉴 그랜저 IG,2.5 익스클루시브,20/10식(21년형),"12,344km",가솔린,"3,330"
7792,그랜저 IG,2.4 프리미엄 스페셜,18/03식,"29,186km",가솔린,"2,050"
7793,더 럭셔리 그랜저,Q270 프리미어 기본형,09/05식,"198,660km",가솔린,280
7794,그랜저 HG,LPG HG300 익스클루시브,16/04식(17년형),"154,000km",LPG(일반인 구입),"1,350"
7795,그랜저 HG,HG300 익스클루시브,14/01식,"130,000km",가솔린,"1,100"
7796,그랜저 HG,LPG HG300 모던,16/03식,"149,000km",LPG(일반인 구입),"1,250"
7797,그랜저 IG,2.4 모던,18/04식,"84,000km",가솔린,"2,050"
7798,그랜저 TG,Q270 디럭스 기본형,07/01식,"104,456km",가솔린,370
7799,그랜저 IG,3.0 LPi 모던 (렌터카),18/03식,"92,593km",LPG(일반인 구입),"1,990"
7800,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,21/04식,"8,119km",LPG(일반인 구입),"3,999"
7801,그랜저 HG,HG300 노블,11/04식,"157,978km",가솔린,880
7802,그랜저 IG,2.2 디젤 프리미엄,17/07식(18년형),"56,070km",디젤,"2,150"
7803,그랜저 IG,2.4 프리미엄 스페셜,17/09식(18년형),"86,631km",가솔린,"2,420"
7804,그랜저 HG,LPG HG300 장애인용,12/02식,"174,500km",LPG(일반인 구입),950
7805,그랜저 HG,HG220 디젤 프리미엄,14/11식(15년형),"97,552km",디젤,"1,550"
7806,그랜저 HG,HG240 모던 컬렉션,16/03식,"89,684km",가솔린,"1,580"
7807,그랜저 IG,3.0 LPi 모던 (렌터카),17/01식,"88,052km",LPG(일반인 구입),"1,880"
7808,그랜저 HG,HG240 모던,14/06식(15년형),"59,558km",가솔린,"1,540"
7809,그랜저 HG,HG240 모던,16/01식,"113,590km",가솔린,"1,080"
7810,그랜저 HG,HG300 프리미엄,14/10식(15년형),"125,571km",가솔린,"1,300"
7811,그랜저 HG,HG300 로얄,11/03식,"81,779km",가솔린,"1,120"
7812,그랜저 HG,HG240 모던,14/06식(15년형),"59,558km",가솔린,"1,540"
7813,그랜저 TG,Q270 프리미어 스마트팩,05/08식,"177,961km",가솔린,320
7814,그랜저 HG,HG240 럭셔리,11/05식,"158,463km",가솔린,750
7815,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,20/06식,"29,515km",LPG(일반인 구입),"3,870"
7816,그랜저 HG,LPG HG300 택시형,11/06식,"595,175km",LPG(일반인 구입),450
7817,그랜저 HG,HG220 디젤 프리미엄,15/02식,"180,009km",디젤,"1,190"
7818,그랜저 IG 하이브리드,익스클루시브 스페셜,19/04식,"26,287km",가솔린+전기,"3,490"
7819,그랜저 HG,HG240 모던 컬렉션,16/11식(17년형),"81,933km",가솔린,"1,350"
7820,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/02식,"33,181km",가솔린,"3,250"
7821,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/03식,"22,950km",가솔린,"3,250"
7822,그랜저 IG,2.4 프리미엄,18/03식,"17,134km",가솔린,"2,550"
7823,그랜저 IG,3.0 모던 베이직 (렌터카),17/09식(18년형),"27,090km",가솔린,"2,090"
7824,그랜저 IG,3.0 익스클루시브 스페셜,19/04식,"78,315km",가솔린,"2,530"
7825,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/07식,"29,347km",가솔린+전기,"4,290"
7826,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/03식,"22,950km",가솔린,"3,250"
7827,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/02식,"33,181km",가솔린,"3,250"
7828,그랜저 IG,2.4 프리미엄,18/03식,"17,134km",가솔린,"2,550"
7829,그랜저 IG,3.0 모던 베이직 (렌터카),17/09식(18년형),"27,090km",가솔린,"2,090"
7830,그랜저 IG,2.4 프리미엄 스페셜,17/04식(18년형),"114,982km",가솔린,"1,950"
7831,그랜저 HG,HG300 노블,11/07식,"148,525km",가솔린,790
7832,그랜저 IG,2.4 모던,18/08식(19년형),"72,680km",가솔린,"1,800"
7833,그랜저 IG,2.2 디젤 프리미엄,17/01식,"87,000km",디젤,"1,720"
7834,그랜저 HG,HG240 모던,14/01식,"79,717km",가솔린,"1,120"
7835,그랜저 HG,HG300 노블,11/12식(12년형),"150,000km",가솔린,690
7836,그랜저 HG,HG300 노블,11/02식,"178,670km",가솔린,690
7837,그랜저 HG,LPG HG300 모던,14/01식,"205,298km",LPG(일반인 구입),820
7838,그랜저 뉴 럭셔리,LPI Q270 모범형,08/04식(09년형),"311,211km",LPG(일반인 구입),260
7839,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/07식,"43,708km",가솔린,"3,210"
7840,그랜저 IG,3.0 익스클루시브 스페셜,18/06식(19년형),"53,900km",가솔린,"2,850"
7841,,,,,,
7842,그랜저 HG,LPG HG300 모던,14/03식,"106,008km",LPG(일반인 구입),"1,200"
7843,그랜저 뉴 럭셔리,LPI Q270 장애인용,09/03식,"145,690km",LPG(일반인 구입),450
7844,그랜저 IG,3.0 LPi 모던 (렌터카),18/03식,"95,420km",LPG(일반인 구입),"1,899"
7845,그랜저 IG,2.2 디젤 모던,17/04식(18년형),"66,253km",디젤,"1,999"
7846,그랜저 IG,3.0 LPi 모던 (렌터카),17/03식(18년형),"71,023km",LPG(일반인 구입),"1,950"
7847,그랜저 IG,2.4 모던,17/04식(18년형),"37,346km",가솔린,"1,999"
7848,더 뉴 그랜저 IG,2.5 프리미엄 초이스,19/12식(20년형),"30,000km",가솔린,"2,899"
7849,더 뉴 그랜저 IG,3.3 익스클루시브,20/03식,"54,000km",가솔린,"3,125"
7850,그랜저 HG,HG240 모던 컬렉션,16/09식(17년형),"149,712km",가솔린,"1,330"
7851,더 뉴 그랜저 IG 하이브리드,익스클루시브,21/05식(22년형),"14,051km",가솔린+전기,"4,100"
7852,더 럭셔리 그랜저,LPI Q270 팩1,09/12식(10년형),"241,214km",LPG(일반인 구입),390
7853,더 럭셔리 그랜저,L330 VIP 기본형,10/03식,"134,073km",가솔린,590
7854,그랜저 HG,HG240 럭셔리,12/02식,"125,991km",가솔린,780
7855,그랜저 IG,3.0 익스클루시브,17/09식(18년형),"181,995km",가솔린,"1,650"
7856,그랜저 HG,HG220 디젤 모던,15/04식,"61,923km",디젤,"1,400"
7857,그랜저 IG,3.0 LPI 익스클루시브,18/03식,"48,700km",LPG(일반인 구입),"2,640"
7858,그랜저 HG,HG300 익스클루시브,13/02식,"100,900km",가솔린,"1,340"
7859,그랜저 IG,3.0 프리미엄,18/12식(19년형),"83,684km",가솔린,"2,330"
7860,그랜저 IG,3.0 익스클루시브 스페셜,18/07식(19년형),"77,014km",가솔린,"2,650"
7861,그랜저 IG,2.4 모던,18/04식,"25,335km",가솔린,"2,270"
7862,그랜저 IG,3.0 LPi 모던 (렌터카),18/05식(19년형),"66,351km",LPG(일반인 구입),"2,230"
7863,그랜저 HG,HG240 럭셔리,11/09식,"85,000km",가솔린,"1,050"
7864,그랜저 HG,HG300 익스클루시브,14/07식(15년형),"202,258km",가솔린,"1,020"
7865,그랜저 IG,3.0 LPi 모던 (렌터카),17/08식(18년형),"68,794km",LPG(일반인 구입),"2,030"
7866,그랜저 IG,2.4 프리미엄,17/11식(18년형),"66,569km",가솔린,"1,950"
7867,,,,,,
7868,그랜저 IG,3.0 LPi 모던 (렌터카),17/09식(18년형),"71,276km",LPG(일반인 구입),"2,030"
7869,그랜저 HG,LPG HG300 모던,16/06식(17년형),"127,000km",LPG(일반인 구입),"1,380"
7870,그랜저 IG,2.4 프리미엄,17/11식(18년형),"66,569km",가솔린,"1,950"
7871,그랜저 IG,3.0 LPi 모던 (렌터카),17/09식(18년형),"71,276km",LPG(일반인 구입),"2,030"
7872,그랜저 IG,3.0 LPi 모던 (렌터카),17/08식(18년형),"68,794km",LPG(일반인 구입),"2,030"
7873,그랜저 HG,HG240 모던,14/06식(15년형),"103,309km",가솔린,"1,100"
7874,그랜저 HG,HG240 모던,15/10식(16년형),"160,910km",가솔린,"1,050"
7875,그랜저 HG,HG300 로얄,12/10식,"127,676km",가솔린,930
7876,그랜저 IG,2.4 프리미엄,17/02식,"92,240km",가솔린,"1,950"
7877,그랜저 HG,HG300 프리미엄,16/08식,"81,446km",가솔린,"1,500"
7878,그랜저 IG 하이브리드,익스클루시브 스페셜,18/12식(19년형),"137,000km",가솔린+전기,"2,450"
7879,그랜저 IG 하이브리드,프리미엄,18/08식(19년형),"55,001km",가솔린+전기,"2,799"
7880,그랜저 HG,LPG HG300 택시형,13/07식(14년형),"570,000km",LPG(일반인 구입),570
7881,그랜저 TG,LPI Q270 모범형 팩2,07/08식(08년형),"188,941km",LPG(일반인 구입),330
7882,그랜저 IG,3.0 LPi 모던 (렌터카),17/03식(18년형),"79,218km",LPG(일반인 구입),"2,100"
7883,그랜저 HG,LPG HG300 프라임,11/06식,"330,924km",LPG(일반인 구입),550
7884,더 럭셔리 그랜저,LPI Q270 모범형,10/03식,"213,983km",LPG(일반인 구입),380
7885,그랜저 TG,LPI Q270 모범형 팩2,07/10식(08년형),"213,385km",LPG(일반인 구입),290
7886,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),17/01식,"78,867km",LPG(일반인 구입),"2,390"
7887,그랜저 IG,3.0 익스클루시브,18/01식,"60,233km",가솔린,"2,650"
7888,그랜저 TG,LPI Q270 모범형 팩1,07/11식(08년형),"202,210km",LPG(일반인 구입),310
7889,그랜저 HG,LPG HG300 장애인용,15/03식,"178,869km",LPG(일반인 구입),"1,270"
7890,그랜저 HG,HG240 모던,13/06식(14년형),"226,867km",가솔린,630
7891,더 럭셔리 그랜저,LPI Q270 모범형,10/07식,"172,268km",LPG(일반인 구입),520
7892,그랜저 TG,LPI Q270 모범형 팩2,08/02식,"142,217km",LPG(일반인 구입),380
7893,그랜저 IG,2.4 프리미엄 스페셜,18/01식,"22,961km",가솔린,"2,750"
7894,그랜저 IG,3.0 모던 베이직 (렌터카),17/11식(18년형),"86,403km",가솔린,"1,699"
7895,그랜저 IG,2.4 프리미엄,18/08식(19년형),"53,479km",가솔린,"2,480"
7896,더 뉴 그랜저 IG,3.0 LPi (택시형) 모범형,20/04식,"87,552km",LPG(일반인 구입),"2,480"
7897,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,22/03식,"1,246km",LPG(일반인 구입),"3,850"
7898,그랜저 HG,HG330 셀러브리티,11/11식(12년형),"109,051km",가솔린,"1,350"
7899,그랜저 IG,3.0 익스클루시브,17/07식(18년형),"58,471km",가솔린,"2,300"
7900,그랜저 HG,HG240 럭셔리,11/03식,"131,400km",가솔린,790
7901,그랜저 IG,2.4 모던,18/01식,"96,658km",가솔린,"1,970"
7902,그랜저 IG,3.0 익스클루시브,18/08식(19년형),"51,499km",가솔린,"2,390"
7903,그랜저 IG,2.4 프리미엄,18/08식(19년형),"53,479km",가솔린,"2,480"
7904,그랜저 HG,HG240 모던,13/10식(14년형),"90,760km",가솔린,"1,090"
7905,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/02식,"40,000km",가솔린,"3,000"
7906,그랜저 IG,3.3 셀러브리티,18/08식(19년형),"95,000km",가솔린,"2,569"
7907,그랜저 HG,HG240 모던,16/01식,"145,534km",가솔린,"1,170"
7908,그랜저 IG,3.0 LPI 모던,19/07식,"32,763km",LPG(일반인 구입),"2,520"
7909,그랜저 IG,2.4 프리미엄,19/04식,"56,915km",가솔린,"2,380"
7910,그랜저 HG,HG240 모던,15/07식(16년형),"146,355km",가솔린,999
7911,그랜저 HG,HG240 모던,14/06식,"238,778km",가솔린,680
7912,그랜저 HG,LPG HG300 모던,13/09식(14년형),"72,550km",LPG(일반인 구입),"1,380"
7913,그랜저 뉴 럭셔리,Q240 기본형,09/01식,"94,987km",가솔린,460
7914,그랜저 TG,Q270 럭셔리 기본형,06/12식(07년형),"148,242km",가솔린,350
7915,그랜저 HG,HG240 모던,14/04식,"43,199km",가솔린,"1,399"
7916,그랜저 HG,HG300 프라임,12/09식,"168,380km",가솔린,870
7917,그랜저 IG,3.0 모던 베이직 (렌터카),17/01식,"147,986km",가솔린,"1,570"
7918,그랜저 IG 하이브리드,익스클루시브 스페셜,18/12식(19년형),"80,872km",가솔린+전기,"2,970"
7919,그랜저 IG,3.0 프리미엄,19/01식,"53,477km",가솔린,"2,550"
7920,그랜저 TG,Q270 럭셔리 기본형,07/09식(08년형),"214,370km",가솔린,230
7921,그랜저 HG,HG300 노블,11/04식,"129,604km",가솔린,930
7922,그랜저 HG,LPG HG300 택시형,15/10식(16년형),"300,200km",LPG(일반인 구입),720
7923,더 럭셔리 그랜저,Q240 디럭스,10/12식(11년형),"98,000km",가솔린,590
7924,그랜저 HG,HG220 디젤 프리미엄,15/05식,"189,000km",디젤,"1,090"
7925,그랜저 HG 하이브리드,프리미엄,15/01식,"175,000km",가솔린+전기,"1,190"
7926,그랜저 HG,LPG HG300 모던,14/07식(15년형),"82,000km",LPG(일반인 구입),"1,490"
7927,그랜저 IG,3.0 LPi 장애인용 익스클루시브 스페셜,17/01식,"105,074km",LPG(일반인 구입),"2,250"
7928,그랜저 HG,LPG HG300 택시형,14/02식,"456,480km",LPG(일반인 구입),389
7929,그랜저 HG,HG220 디젤 모던,16/02식,"103,129km",디젤,"1,249"
7930,더 뉴 그랜저 IG,2.5 캘리그래피,21/09식(22년형),"14,729km",가솔린,"3,930"
7931,그랜저 HG,HG300 로얄,11/03식,"165,309km",가솔린,830
7932,그랜저 HG 하이브리드,프리미엄,14/09식(15년형),"116,457km",가솔린+전기,"1,450"
7933,그랜저 HG,HG240 모던,11/05식,"81,000km",가솔린,920
7934,그랜저 HG,HG220 디젤 프리미엄,15/05식,"133,598km",디젤,"1,220"
7935,그랜저 IG,3.3 셀러브리티,17/10식(18년형),"73,299km",가솔린,"2,500"
7936,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/04식,"18,100km",가솔린+전기,"4,250"
7937,그랜저 IG,2.4 모던,17/11식(18년형),"76,622km",가솔린,"1,860"
7938,그랜저 TG,Q270 럭셔리 기본형,08/02식(09년형),"150,558km",가솔린,280
7939,그랜저 HG,HG240 모던,14/04식,"71,219km",가솔린,"1,320"
7940,그랜저 IG,2.4 모던,17/11식(18년형),"76,622km",가솔린,"1,860"
7941,그랜저 HG,HG220 디젤 모던,16/04식,"188,000km",디젤,980
7942,더 럭셔리 그랜저,LPI Q270 장애인용,10/07식(11년형),"222,744km",LPG(일반인 구입),430
7943,그랜저 IG,2.4 모던,17/02식,"132,870km",가솔린,"1,550"
7944,그랜저 TG,Q270 프리미어 기본형,08/01식,"180,950km",가솔린,360
7945,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 모던,22/04식,15km,LPG(일반인 구입),"3,696"
7946,,,,,,
7947,그랜저 IG,3.0 익스클루시브,18/04식,"47,825km",가솔린,"2,490"
7948,그랜저 HG,HG300 익스클루시브,13/10식(14년형),"153,000km",가솔린,980
7949,그랜저 HG,HG300 익스클루시브,14/03식,"152,740km",가솔린,"1,199"
7950,그랜저 HG,LPG HG300 모던,15/05식(16년형),"174,301km",LPG(일반인 구입),990
7951,그랜저 뉴 럭셔리,Q240 디럭스,09/06식(10년형),"119,887km",가솔린,349
7952,그랜저 HG,HG240 럭셔리,11/04식,"196,222km",가솔린,680
7953,그랜저 HG,HG240 럭셔리,11/10식(12년형),"83,387km",가솔린,"1,030"
7954,그랜저 TG,Q270 디럭스 기본형,06/05식,"138,503km",가솔린,370
7955,그랜저 HG,HG240 모던,15/09식(16년형),"124,941km",가솔린,"1,250"
7956,그랜저 HG,HG300 프리미엄,13/11식(14년형),"183,342km",가솔린,890
7957,그랜저 HG,LPG HG300 익스클루시브,16/04식,"94,248km",LPG(일반인 구입),"1,490"
7958,그랜저 IG,2.4 프리미엄,17/07식(18년형),"108,863km",가솔린,"1,890"
7959,그랜저 HG,LPG HG300 이그제큐티브,12/05식,"160,060km",LPG(일반인 구입),950
7960,그랜저 TG,Q270 디럭스 기본형,07/01식,"140,973km",가솔린,385
7961,그랜저 HG,HG300 익스클루시브,15/01식,"178,439km",가솔린,999
7962,그랜저 HG,LPG HG300 장애인용,15/02식,"109,490km",LPG(일반인 구입),"1,400"
7963,더 뉴 그랜저 IG,3.3 캘리그래피,20/02식,"22,101km",가솔린,"3,530"
7964,그랜저 IG,3.0 익스클루시브 스페셜,19/01식,"57,148km",가솔린,"2,630"
7965,그랜저 HG,HG220 디젤 모던,15/03식,"171,083km",디젤,950
7966,그랜저 IG,3.0 LPI 택시형 모범형,19/11식,"180,990km",LPG(일반인 구입),"1,400"
7967,그랜저 IG,2.4 모던,16/12식(17년형),"96,580km",가솔린,"1,799"
7968,그랜저 HG,HG240 모던,13/08식(14년형),"53,757km",가솔린,"1,250"
7969,더 뉴 그랜저 IG,2.5 프리미엄,20/03식,"79,000km",가솔린,"2,750"
7970,그랜저 HG,LPG HG300 모던,14/04식,"139,305km",LPG(일반인 구입),"1,050"
7971,그랜저 IG,2.4 프리미엄,19/04식,"53,243km",가솔린,"2,590"
7972,그랜저 IG,3.0 LPi 모던 (렌터카),18/04식,"71,016km",LPG(일반인 구입),"1,995"
7973,그랜저 HG,LPG HG300 모던,15/06식,"140,234km",LPG(일반인 구입),"1,230"
7974,그랜저 HG,HG240 럭셔리,11/07식,"154,000km",가솔린,730
7975,그랜저 HG,HG300 익스클루시브,14/01식,"79,000km",가솔린,"1,290"
7976,그랜저 뉴 럭셔리,Q270 럭셔리 스마트팩,09/06식(10년형),"81,000km",가솔린,490
7977,그랜저 HG,HG240 스페셜,13/01식,"189,000km",가솔린,890
7978,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형 VIP 패키지,20/11식(21년형),"70,000km",LPG(일반인 구입),"2,290"
7979,그랜저 TG,Q240 디럭스 기본형,08/01식,"120,000km",가솔린,300
7980,그랜저 HG,HG300 프리미엄,14/04식,"89,561km",가솔린,"1,400"
7981,그랜저 HG,HG300 프라임,12/05식,"196,957km",가솔린,590
7982,더 럭셔리 그랜저,Q270 럭셔리 스마트팩,09/03식,"167,826km",가솔린,330
7983,그랜저 HG,LPG HG300 프라임,11/12식(12년형),"278,798km",LPG(일반인 구입),480
7984,그랜저 IG,2.4 프리미엄 스페셜,17/01식,"40,070km",가솔린,"2,550"
7985,그랜저 IG,2.4 프리미엄,18/05식,"57,226km",가솔린,"1,989"
7986,,,,,,
7987,그랜저 HG,HG240 모던 컬렉션,16/11식(17년형),"60,419km",가솔린,"1,669"
7988,그랜저 IG,2.4 익스클루시브 스페셜,19/01식,"73,275km",가솔린,"2,549"
7989,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),"50,393km",가솔린,"2,840"
7990,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),"76,316km",가솔린,"2,540"
7991,그랜저 IG 하이브리드,익스클루시브 스페셜,17/07식(18년형),"66,271km",가솔린+전기,"2,940"
7992,그랜저 IG,3.0 익스클루시브 스페셜,19/03식,"84,030km",가솔린,"2,190"
7993,그랜저 HG,HG300 프리미엄,13/09식(14년형),"117,994km",가솔린,"1,190"
7994,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/02식,"48,780km",디젤,"2,550"
7995,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),18/06식(19년형),"82,722km",LPG(일반인 구입),"1,970"
7996,그랜저 HG,HG300 프리미엄,13/09식(14년형),"117,994km",가솔린,"1,190"
7997,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/02식,"48,780km",디젤,"2,550"
7998,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),18/06식(19년형),"82,722km",LPG(일반인 구입),"1,970"
